,prompt,completion
1179,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

UES | officials | said | last | week | the | board | had | not | yet | approved | the | final | version | of | its | application | to | the | U.S. | Securities | and | Exchange | Commission | to | issue | ADRs | .

###

", B-ORG | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-ORG | I-ORG | I-ORG | I-ORG | I-ORG | O | O | B-MISC | O***END***
1180,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

UES | fell | to | $ | 0.0817 | from | $ | 0.0822 | at | Tuesday | 's | close | with | 8.90 | million | shares | changing | hands | .

###

", B-ORG | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1181,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Gazprom | was | the | loser | of | the | day | with | prices | closing | at | $ | 0.300 | , | down | from | $ | 0.355 | on | Tuesday | and | $ | 0.445 | on | Monday | .

###

", B-ORG | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1182,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Mokhoff | said | uncertainty | about | when | Gazprom | would | issue | ADRs | and | about | whether | shares | from | the | Russian | market | could | be | converted | into | ADRs | had | hurt | prices | .

###

", B-PER | O | O | O | O | B-ORG | O | O | B-MISC | O | O | O | O | O | O | B-MISC | O | O | O | O | O | B-MISC | O | O | O | O***END***
1183,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | Western | investors | ... | will | be | investing | in | ADRs | and | I | do | not | think | people | in | Russia | will | be | able | to | come | up | with | the | money | for | the | underlying | shares | to | drive | the | Russian | shares | to | those | levels | , | "" | Mokhoff | said | .

###

", O | B-MISC | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | B-PER | O | O***END***
1184,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Gazprom | has | also | tightened | the | rules | restricting | shareholers | ' | rights | to | trade | its | shares | .

###

", B-ORG | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1185,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Mosenergo | closed | at | at | $ | 0.958 | after | $ | 0.966 | , | Rostelekom | fell | to | $ | 2.56 | from | $ | 2.58 | and | LUKoil | was | $ | 9.82 | after | $ | 9.85 | .

###

", B-ORG | O | O | O | O | O | O | O | O | O | B-ORG | O | O | O | O | O | O | O | O | B-ORG | O | O | O | O | O | O | O***END***
1186,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

-- | Julie | Tolkacheva | , | Moscow | Newsroom | , | +7095 | 941 | 8520

###

", O | B-PER | I-PER | O | B-ORG | I-ORG | O | O | O | O***END***
1187,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Albania | asks | Greece | to | explain | deportations | .

###

", B-LOC | O | B-LOC | O | O | O | O***END***
1188,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

TIRANA | 1996-08-28

###

", B-LOC | O***END***
1189,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Albania | asked | Greece | on | Wednesday | to | explain | why | it | was | deporting | more | Albanian | immigrants | , | Foreign | Minister | Tritan | Shehu | said | .

###

", B-LOC | O | B-LOC | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | B-PER | I-PER | O | O***END***
1190,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | Albanian | daily | Koha | Jone | reported | earlier | that | Greece | had | deported | about | 5,000 | Albanians | in | the | last | five | days | .

###

", O | B-MISC | O | B-ORG | I-ORG | O | O | O | B-LOC | O | O | O | O | B-MISC | O | O | O | O | O | O***END***
1191,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | The | Foreign | Ministry | is | trying | to | find | out | from | the | Greek | embassy | why | Albanian | refugees | have | been | deported | from | Greece | , | "" | Shehu | told | Reuters | .

###

", O | O | B-ORG | I-ORG | O | O | O | O | O | O | O | B-MISC | O | O | B-MISC | O | O | O | O | O | B-LOC | O | O | B-PER | O | B-ORG | O***END***
1192,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Athens | and | Tirana | signed | an | accord | in | May | to | legalise | the | status | of | Albanian | immigrant | workers | , | estimated | at | 350,000 | , | and | remove | a | long-standing | stumbling | block | in | relations | between | the | two | Balkan | neighbours | .

###

", B-LOC | O | B-LOC | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O***END***
1193,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Bulgarians | recover | 75 | pct | of | confiscated | land | .

###

", B-MISC | O | O | O | O | O | O | O***END***
1194,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

SOFIA | 1996-08-28

###

", B-LOC | O***END***
1195,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Bulgaria | has | restored | ownership | rights | to | pre-communist | private | owners | of | 75 | percent | of | the | arable | land | or | around | four | million | hectares | , | an | Agriculture | Ministry | official | said | on | Wednesday | .

###

", B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-ORG | I-ORG | O | O | O | O | O***END***
1196,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | So | far | 75 | percent | has | been | returned | with | the | land | restitution | almost | completed | in | some | regions | like | Southeastern | Bulgaria | but | lagging | behind | in | other | areas | , | predominantly | in | the | mountains | , | "" | the | official | told | a | news | conference | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | I-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1197,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | ministry | has | said | that | it | planned | to | return | 96.6 | percent | of | the | arable | land | or | 5.2 | million | hectares | to | its | original | owners | by | the | end | of | this | year | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1198,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

A | land | reform | act | passed | four | years | ago | abolished | Soviet-style | collective | farms | , | allowing | the | return | of | 5.4 | million | hectares | to | original | owners | or | their | heirs | .

###

", O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1199,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

-- | Sofia | Newsroom | , | ( | ++359-2 | ) | 981 | 8569

###

", O | B-ORG | I-ORG | O | O | O | O | O | O***END***
1200,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

German | chancellor | to | meet | Yeltsin | Sept | 7 | - | Interfax | .

###

", B-MISC | O | O | O | B-PER | O | O | O | B-ORG | O***END***
1201,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

MOSCOW | 1996-08-28

###

", B-LOC | O***END***
1202,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

German | Chancellor | Helmut | Kohl | , | who | spoke | to | President | Boris | Yeltsin | by | telephone | on | Wednesday | , | plans | a | trip | to | Moscow | on | September | 7 | and | will | visit | Yeltsin | at | his | vacation | home | near | Moscow | , | Interfax | news | agency | said | .

###

", B-MISC | O | B-PER | I-PER | O | O | O | O | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | B-PER | O | O | O | O | O | B-LOC | O | B-ORG | O | O | O | O***END***
1203,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Interfax | , | quoting | Yeltsin | press | secretary | Sergei | Yastrzhembsky | , | said | Yeltsin | and | Kohl | had | discussed | bilateral | relations | and | international | issues | on | the | telephone | .

###

", B-ORG | O | O | B-PER | O | O | B-PER | I-PER | O | O | B-PER | O | B-PER | O | O | O | O | O | O | O | O | O | O | O***END***
1204,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Yeltsin | had | told | Kohl | about | efforts | to | find | a | political | solution | to | the | conflict | in | Russia | 's | breakaway | Chechnya | region | , | Interfax | added | .

###

", B-PER | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | B-LOC | O | O | B-ORG | O | O***END***
1205,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Yeltsin | , | who | left | on | vacation | on | Monday | , | is | staying | at | an | exclusive | private | hunting | lodge | some | 100 | km | ( | 60 | miles | ) | from | Moscow | .

###

", B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O***END***
1206,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Germany | has | been | one | of | the | loudest | critics | of | Russia | 's | military | intervention | in | Chechnya | , | a | 20-month-old | conflict | in | which | tens | of | thousands | of | people | have | been | killed | .

###

", B-LOC | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1207,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Exiled | Bosnians | protest | confusing | voting | rules | .

###

", O | B-MISC | O | O | O | O | O***END***
1208,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Duncan | Shiels

###

", B-PER | I-PER***END***
1209,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

NAGYATAD | , | Hungary | 1996-08-28

###

", B-LOC | O | B-LOC | O***END***
1210,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Bosnian | refugees | in | Hungary | , | the | first | to | vote | last | weekend | in | their | country | 's | first | post-war | election | , | found | the | rules | confusing | and | some | had | no | idea | who | they | voted | for | , | refugees | and | officials | said | on | Wednesday | .

###

", B-MISC | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1211,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | For | the | most | part | they | really | did | n't | understand | what | was | going | on | , | "" | the | director | of | the | Nagyatad | camp | Lajos | Horvath | told | Reuters | on | Wednesday | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | B-PER | I-PER | O | B-ORG | O | O | O***END***
1212,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | It | was | confusing | , | they | had | no | experience | of | voting | , | many | of | the | refugees | are | only | semi-literate | and | none | of | them | knew | anything | about | the | candidates | , | "" | he | said | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1213,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | They | just | voted | along | ethnic | lines | where | they | could | . | ""

###

", O | O | O | O | O | O | O | O | O | O | O | O***END***
1214,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | Bosnian | election | is | set | for | September | 14 | and | voting | began | on | Wednesday | for | most | of | the | 600,000 | Bosnians | living | abroad | .

###

", O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O***END***
1215,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | Organisation | for | Security | and | Cooperation | in | Europe | , | which | is | running | the | election | , | allowed | the | ballot | to | be | held | on | Sunday | in | four | Hungarian | refugee | camps | .

###

", O | B-ORG | I-ORG | I-ORG | I-ORG | I-ORG | I-ORG | I-ORG | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O***END***
1216,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Some | Moslem | refugees | among | the | 385 | registered | voters | Hungary | 's | largest | camp | Nagyatad | have | written | to | the | OSCE | complaining | that | they | were | unable | to | vote | in | contests | for | the | president | or | assembly | of | the | Bosnian-Croat | Federation | , | where | most | Moslems | live | .

###

", O | B-MISC | O | O | O | O | O | O | B-LOC | O | O | O | B-LOC | O | O | O | O | B-ORG | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | I-LOC | O | O | O | B-MISC | O | O***END***
1217,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

This | was | because | their | pre-war | homes | are | now | in | the | Serb-controlled | territory | , | so | they | were | voting | for | the | national | assembly | of | the | Republika | Srbska | , | most | of | the | candidates | for | which | are | Serbs | .

###

", O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | I-LOC | O | O | O | O | O | O | O | O | B-MISC | O***END***
1218,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

For | the | foreign | powers | which | back | last | year | 's | Dayton | peace | agreement | , | the | main | point | of | the | election | rules | is | that | by | voting | as | though | they | were | still | in | their | pre-war | homes | , | Bosnians | should | override | the | effects | of | ethnic | cleansing | and | reassert | the | concept | of | a | single | multi-ethnic | state | .

###

", O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1219,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

But | Adem | Hodzic | , | one | of | the | refugees | who | signed | the | letter | of | complaint | , | told | Reuters | :

###

", O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | B-ORG | O***END***
1220,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | We | only | realised | after | voting | that | we | were | being | denied | the | rights | of | other | Bosnian | Moslems | to | choose | our | president | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | I-MISC | O | O | O | O | O***END***
1221,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

This | vote | seals | the | division | of | my | country | . | ""

###

", O | O | O | O | O | O | O | O | O | O***END***
1222,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Under | the | election | rules | citizens | vote | for | a | three-man | presidency | and | House | of | Representatives | for | all | Bosnia-Hercegovina | and | for | assemblies | and | cantonal | seats | in | either | the | Moslem-Croat | Federation | or | the | Republika | Srbska | .

###

", O | O | O | O | O | O | O | O | O | O | O | B-ORG | I-ORG | I-ORG | O | O | B-LOC | O | O | O | O | O | O | O | O | O | B-LOC | I-LOC | O | O | B-LOC | I-LOC | O***END***
1223,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

On | Sunday | voters | in | Hungary | also | cast | ballots | for | municipal | councils | but | these | will | be | invalidated | following | the | cancellation | of | local | elections | by | the | OSCE | on | Tuesday | .

###

", O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-ORG | O | O | O***END***
1224,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Husein | Micijevic | , | who | also | signed | the | letter | , | alleged | that | elderly | voters | were | directed | who | to | vote | for | by | Hungarian | translators | who | stood | in | the | polling | booth | to | help | them | .

###

", B-PER | I-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O***END***
1225,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | Probably | 100 | refugees | were | shown | where | to | put | their | cross | , | "" | he | said | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1226,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Seventy | eight-year-old | Mandolina | Zelic | , | a | Bosnian | Croat | who | has | spent | the | last | five | years | in | Nagyatad | , | told | Reuters | she | had | cast | her | ballot | because | she | 'd | been | told | to | by | the | camp | authorities | but | had | no | idea | who | she | voted | for | .

###

", O | O | B-PER | I-PER | O | O | B-MISC | I-MISC | O | O | O | O | O | O | O | O | B-LOC | O | O | B-ORG | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1227,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | At | first | the | organisers | would | n't | let | anyone | help | me | but | when | they | saw | I | did | n't | understand | a | young | translator | ringed | the | names | I | had | to | mark | , | "" | she | said | . | ""

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1228,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

I | do | n't | know | who | I | voted | for | . | ""

###

", O | O | O | O | O | O | O | O | O | O***END***
1229,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Maria | Szabo | of | the | Hungarian | office | organising | the | elections | on | behalf | of | the | OSCE | told | Reuters | on | Wednesday | her | office | was | studying | the | letter | but | said | they | had | followed | OSCE | instructions | very | carefully | .

###

", B-PER | I-PER | O | O | B-MISC | O | O | O | O | O | O | O | O | B-ORG | O | B-ORG | O | O | O | O | O | O | O | O | O | O | O | O | O | B-ORG | O | O | O | O***END***
1230,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | The | envelopes | , | each | with | the | five | different | voting | slips | , | were | sealed | until | voting | and | had | written | instructions | on | how | to | vote | , | "" | she | said | . | ""

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1231,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

But | of | course | those | who | could | not | read | had | to | be | shown | . | ""

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1232,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Estonia | presidential | race | next | round | on | Sept | 20 | .

###

", B-LOC | O | O | O | O | O | O | O | O***END***
1233,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

TALLINN | 1996-08-28

###

", B-LOC | O***END***
1234,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Estonia | will | hold | the | next | round | of | an | inconclusive | state | presidential | race | on | September | 20 | , | parliamentary | officers | of | the | Baltic | state | ruled | on | Wednesday | .

###

", B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O***END***
1235,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

This | comes | after | three | votes | in | the | 101-strong | parliament | on | Monday | and | Tuesday | failed | to | give | either | incumbent | Lennart | Meri | or | rival | candidate | Arnold | Ruutel | the | necessary | 68 | votes | for | a | clear | mandate | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-PER | I-PER | O | O | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O***END***
1236,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | outcome | was | a | rebuff | for | Meri | , | failing | three | times | to | win | backing | in | his | bid | for | a | second | term | as | head | of | state | of | the | former | Soviet | republic | .

###

", O | O | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O***END***
1237,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Parliament | 's | press | officer | told | Reuters | that | Speaker | Toomas | Savi | will | convene | an | electoral | college | involving | 101 | MPs | and | and | 273 | local | government | representatives | on | September | 20 | .

###

", O | O | O | O | O | B-ORG | O | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1238,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Both | Meri | , | 67 | , | and | Ruutel | , | 68 | will | automatically | be | listed | as | candidates | but | the | election | will | also | be | open | to | new | nominations | with | the | backing | of | any | 21 | members | of | the | college | .

###

", O | B-PER | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1239,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | winner | has | to | secure | a | majority | from | the | college | within | two | rounds | of | voting | otherwise | the | election | will | go | back | before | the | parliament | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1240,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Lebed | likely | to | fail | on | Chechnya | - | Polish | minister | .

###

", B-PER | O | O | O | O | B-LOC | O | B-MISC | O | O***END***
1241,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

WARSAW | 1996-08-28

###

", B-LOC | O***END***
1242,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Russian | security | chief | Aleksander | Lebed | faces | an | almost | impossible | task | in | Chechnya | and | is | likely | to | be | sidelined | , | Polish | Foreign | Minister | Dariusz | Rosati | was | reported | as | saying | on | Wednesday | .

###

", B-MISC | O | O | B-PER | I-PER | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | B-MISC | O | O | B-PER | I-PER | O | O | O | O | O | O | O***END***
1243,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

According | to | best-selling | daily | Gazeta | Wyborcza | , | Rosati | told | the | Polish | parliament | 's | foreign | affairs | committee | on | Tuesday | that | the | fact | Lebed | had | been | charged | with | resolving | the | conflict | in | Chechnya | showed | he | would | be | marginalised | .

###

", O | O | O | O | B-ORG | I-ORG | O | B-PER | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O***END***
1244,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | It | is | almost | impossible | to | gain | success | in | this | , | "" | it | quoted | Rosati | as | saying | during | a | committee | debate | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-PER | O | O | O | O | O | O | O***END***
1245,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | Lebed | has | no | diplomatic | experience | .

###

", O | B-PER | O | O | O | O | O***END***
1246,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Yeltsin | sent | him | there | to | compromise | him | .

###

", B-PER | O | O | O | O | O | O | O***END***
1247,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

This | tactical | manoeuvre | also | shows | that | in | the | ruling | circle | there | is | no | unity | of | action | , | "" | he | said | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1248,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Lebed | , | who | has | arranged | a | military | truce | with | separatist | rebels | in | the | southern | Russia | region | , | was | in | Moscow | this | week | seeking | support | for | a | deal | on | Chechnya | 's | political | status | .

###

", B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O***END***
1249,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

But | Russian | President | Boris | Yeltsin | has | seemed | unwilling | to | meet | his | envoy | and | went | on | holiday | on | Monday | .

###

", O | B-MISC | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1250,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Gazeta | Wyborcza | quoted | Rosati | as | saying | Yeltsin | was | very | ill | and | effectively | on | leave | , | but | for | now | retained | control | in | Russia | although | matters | were | passing | into | the | hands | of | his | close | collaborators | .

###

", B-ORG | I-ORG | O | B-PER | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O***END***
1251,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Rosati | said | Russia | 's | July | polls | , | in | which | Yeltsin | won | re-election | , | showed | democracy | had | passed | an | important | test | and | the | Russian | people | had | chosed | the | path | of | further | reforms | .

###

", B-PER | O | B-LOC | O | O | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O***END***
