,prompt,completion
488,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

A policeman has been shot dead in Serbia 's troubled Kosovo province , Serbian police said on Thursday .

###

"," A: O
policeman: O
has: O
been: O
shot: O
dead: O
in: O
Serbia: Location
's: O
troubled: O
Kosovo: Location
province: O
,: O
Serbian: Misc
police: O
said: O
on: O
Thursday: O
.: O

***END***"
489,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The 50-year old monarch was accompanied by Queen Aishwarya on a flight to the Tibetan capital of Lhasa .

###

"," The: O
50-year: O
old: O
monarch: O
was: O
accompanied: O
by: O
Queen: O
Aishwarya: Person
on: O
a: O
flight: O
to: O
the: O
Tibetan: Misc
capital: O
of: O
Lhasa: Location
.: O

***END***"
490,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Most notably , women who get rubella ( German measles ) have a high risk of a stillborn baby .

###

"," Most: O
notably: O
,: O
women: O
who: O
get: O
rubella: O
(: O
German: Misc
measles: O
): O
have: O
a: O
high: O
risk: O
of: O
a: O
stillborn: O
baby: O
.: O

***END***"
491,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Alaniya Vladikavkaz 3 Zhemchuzhina Sochi 1

###

"," Alaniya Vladikavkaz: Organisation
3: O
Zhemchuzhina Sochi: Organisation
1: O

***END***"
492,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

First test : Lord 's - Pakistan won by 164 runs

###

"," First: O
test: O
:: O
Lord 's: Location
-: O
Pakistan: Location
won: O
by: O
164: O
runs: O

***END***"
493,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Leeds United defender Gary Kelly is unable to travel because of a knee injury picked up in Monday 's 1-0 victory over Wimbledon at Elland Road .

###

"," Leeds United: Organisation
defender: O
Gary Kelly: Person
is: O
unable: O
to: O
travel: O
because: O
of: O
a: O
knee: O
injury: O
picked: O
up: O
in: O
Monday: O
's: O
1-0: O
victory: O
over: O
Wimbledon: Organisation
at: O
Elland Road: Location
.: O

***END***"
494,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" This really indicates we 're back in the business , "" William Luehrs , president of the Glenview , Ill.-based company 's Networks Services Division , said in a telephone interview . ""

###

"," "": O
This: O
really: O
indicates: O
we: O
're: O
back: O
in: O
the: O
business: O
,: O
"": O
William Luehrs: Person
,: O
president: O
of: O
the: O
Glenview: Location
,: O
Ill.-based: Misc
company: O
's: O
Networks Services Division: Organisation
,: O
said: O
in: O
a: O
telephone: O
interview: O
.: O
"": O

***END***"
495,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Russian television showed a brief clip of Boris Yeltsin on Thursday , with the president laughing and smiling as he spoke to nominee health minister Tatyana Dmitrieva .

###

"," Russian: Misc
television: O
showed: O
a: O
brief: O
clip: O
of: O
Boris Yeltsin: Person
on: O
Thursday: O
,: O
with: O
the: O
president: O
laughing: O
and: O
smiling: O
as: O
he: O
spoke: O
to: O
nominee: O
health: O
minister: O
Tatyana Dmitrieva: Person
.: O

***END***"
496,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

division match on Thursday :

###

"," division: O
match: O
on: O
Thursday: O
:: O

***END***"
497,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Rosado ( 5-3 ) allowed two runs -- one earned -- and seven hits over 8-2/3 innings with three walks and six strikeouts .

###

"," Rosado: Person
(: O
5-3: O
): O
allowed: O
two: O
runs: O
--: O
one: O
earned: O
--: O
and: O
seven: O
hits: O
over: O
8-2/3: O
innings: O
with: O
three: O
walks: O
and: O
six: O
strikeouts: O
.: O

***END***"
498,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

FC Porto 2 Setubal 2

###

"," FC Porto: Organisation
2: O
Setubal: Organisation
2: O

***END***"
499,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

It is an example of Clinton 's strategic planning as he heads into the stretch drive for the Nov. 5 presidential election .

###

"," It: O
is: O
an: O
example: O
of: O
Clinton: Person
's: O
strategic: O
planning: O
as: O
he: O
heads: O
into: O
the: O
stretch: O
drive: O
for: O
the: O
Nov.: O
5: O
presidential: O
election: O
.: O

***END***"
500,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .

###

"," The: O
company: O
said: O
that: O
during: O
the: O
quarter: O
,: O
which: O
began: O
June: O
1: O
,: O
it: O
bought: O
$: O
30: O
million: O
par: O
value: O
of: O
its: O
outstanding: O
10-3/8: O
percent: O
senior: O
notes: O
due: O
2001: O
.: O

***END***"
501,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

PUT E 95.0 PCT 1.33 DEM 1.80 PCT 71.70 X

###

"," PUT: O
E: O
95.0: O
PCT: O
1.33: O
DEM: Misc
1.80: O
PCT: O
71.70: O
X: O

***END***"
502,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

were largely unchanged at the Bank of Finland 's daily fixing on

###

"," were: O
largely: O
unchanged: O
at: O
the: O
Bank of Finland: Organisation
's: O
daily: O
fixing: O
on: O

***END***"
503,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

72 not out ) .

###

"," 72: O
not: O
out: O
): O
.: O

***END***"
504,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MGT / UND 5 BP SELL CONC 5 BP PRAECIP =

###

"," MGT: O
/: O
UND: O
5: O
BP: O
SELL: O
CONC: O
5: O
BP: O
PRAECIP: O
=: O

***END***"
505,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Oilseed exports are expected to rise by $ 800 million and livestock , poultry and fruits and vegetables are seen gaining more than $ 1 billion .

###

"," Oilseed: O
exports: O
are: O
expected: O
to: O
rise: O
by: O
$: O
800: O
million: O
and: O
livestock: O
,: O
poultry: O
and: O
fruits: O
and: O
vegetables: O
are: O
seen: O
gaining: O
more: O
than: O
$: O
1: O
billion: O
.: O

***END***"
506,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Albanian Socialists start landmark reform congress .

###

"," Albanian: Misc
Socialists: O
start: O
landmark: O
reform: O
congress: O
.: O

***END***"
507,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Barter deals were worth $ 4.9 billion last year , or about eight percent of all Russian exports estimated at $ 61.5 billion , she said .

###

"," Barter: O
deals: O
were: O
worth: O
$: O
4.9: O
billion: O
last: O
year: O
,: O
or: O
about: O
eight: O
percent: O
of: O
all: O
Russian: Misc
exports: O
estimated: O
at: O
$: O
61.5: O
billion: O
,: O
she: O
said: O
.: O

***END***"
508,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

( Apr 26 ) ( Jul 17 )

###

"," (: O
Apr: O
26: O
): O
(: O
Jul: O
17: O
): O

***END***"
509,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

TEXAS AT KANSAS CITY

###

"," TEXAS: Organisation
AT: O
KANSAS CITY: Location

***END***"
510,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

He did not elaborate .

###

"," He: O
did: O
not: O
elaborate: O
.: O

***END***"
511,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

OFFICIAL JOURNAL CONTENTS - OJ L 211 OF AUGUST 21 , 1996 .

###

"," OFFICIAL JOURNAL: Organisation
CONTENTS: O
-: O
OJ: Organisation
L: O
211: O
OF: O
AUGUST: O
21: O
,: O
1996: O
.: O

***END***"
512,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Securities and Exchange Commission Wednesday approved rules designed to give stock market investors a better chance at getting the best price available for their orders .

###

"," The: O
Securities and Exchange Commission: Organisation
Wednesday: O
approved: O
rules: O
designed: O
to: O
give: O
stock: O
market: O
investors: O
a: O
better: O
chance: O
at: O
getting: O
the: O
best: O
price: O
available: O
for: O
their: O
orders: O
.: O

***END***"
513,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

JYVASKYLA , Finland 1996-08-24

###

"," JYVASKYLA: Location
,: O
Finland: Location
1996-08-24: O

***END***"
514,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

-- Amsterdam newsroom +31 20 504 5000

###

"," --: O
Amsterdam: Location
newsroom: O
+31: O
20: O
504: O
5000: O

***END***"
515,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Vitoria 5 1 2 2 5 6 5

###

"," Vitoria: Organisation
5: O
1: O
2: O
2: O
5: O
6: O
5: O

***END***"
516,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Analysts had on average expected a pre-abnormals profit of A$ 1.343 billion .

###

"," Analysts: O
had: O
on: O
average: O
expected: O
a: O
pre-abnormals: O
profit: O
of: O
A$: Misc
1.343: O
billion: O
.: O

***END***"
517,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

WESTERN DIVISION

###

"," WESTERN DIVISION: Misc

***END***"
518,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

AL RAI

###

"," AL RAI: Organisation

***END***"
519,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MONTREAL AT SAN FRANCISCO

###

"," MONTREAL: Organisation
AT: O
SAN FRANCISCO: Location

***END***"
520,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

York 1 Bournemouth 2

###

"," York: Organisation
1: O
Bournemouth: Organisation
2: O

***END***"
521,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

TEXAS 75 57 .568 -

###

"," TEXAS: Organisation
75: O
57: O
.568: O
-: O

***END***"
522,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

We 've got to make up some ground . ""

###

"," We: O
've: O
got: O
to: O
make: O
up: O
some: O
ground: O
.: O
"": O

***END***"
523,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Last Saturday he led police to the bodies of two other girls , aged eight , who died of starvation this year after their abduction in June , 1995 .

###

"," Last: O
Saturday: O
he: O
led: O
police: O
to: O
the: O
bodies: O
of: O
two: O
other: O
girls: O
,: O
aged: O
eight: O
,: O
who: O
died: O
of: O
starvation: O
this: O
year: O
after: O
their: O
abduction: O
in: O
June: O
,: O
1995: O
.: O

***END***"
524,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" I have been watching him for several weeks now and have no doubts he brings real quality to the side .

###

"," "": O
I: O
have: O
been: O
watching: O
him: O
for: O
several: O
weeks: O
now: O
and: O
have: O
no: O
doubts: O
he: O
brings: O
real: O
quality: O
to: O
the: O
side: O
.: O

***END***"
525,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Penn Treaty terminates acquisition pact .

###

"," Penn Treaty: Organisation
terminates: O
acquisition: O
pact: O
.: O

***END***"
526,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

While the robbery was going on , several officers were asleep in a room over the canteen , which is in the grounds of the prison on Ireland 's southwest coast .

###

"," While: O
the: O
robbery: O
was: O
going: O
on: O
,: O
several: O
officers: O
were: O
asleep: O
in: O
a: O
room: O
over: O
the: O
canteen: O
,: O
which: O
is: O
in: O
the: O
grounds: O
of: O
the: O
prison: O
on: O
Ireland: Location
's: O
southwest: O
coast: O
.: O

***END***"
527,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Vitesse Arnhem 1 ( Vierklau 85th ) Sparta Rotterdam 1 ( Gerard

###

"," Vitesse Arnhem: Organisation
1: O
(: O
Vierklau: Person
85th: O
): O
Sparta Rotterdam: Organisation
1: O
(: O
Gerard: Person

***END***"
528,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Turkish shares ended lower on Thursday , shedding gains of earlier in the week amid profit-taking sales , brokers said .

###

"," Turkish: Misc
shares: O
ended: O
lower: O
on: O
Thursday: O
,: O
shedding: O
gains: O
of: O
earlier: O
in: O
the: O
week: O
amid: O
profit-taking: O
sales: O
,: O
brokers: O
said: O
.: O

***END***"
529,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Union officials from the Public Service Association ( PSA ) were unavailable for comment .

###

"," Union: O
officials: O
from: O
the: O
Public Service Association: Organisation
(: O
PSA: Organisation
): O
were: O
unavailable: O
for: O
comment: O
.: O

***END***"
530,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Portuguesa 2 Parana 0

###

"," Portuguesa: Organisation
2: O
Parana: Organisation
0: O

***END***"
531,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

9. Johan Capiot ( Belgium ) Collstrop 32

###

"," 9.: O
Johan Capiot: Person
(: O
Belgium: Location
): O
Collstrop: Organisation
32: O

***END***"
532,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Public Service , Labour and Social Welfare Minister Florence Chitauro told state radio her ministry had already begun recruiting other people to replace the strikers , sub-contracting some of the work to private firms .

###

"," Public Service , Labour and Social Welfare: Organisation
Minister: O
Florence: Location
Chitauro: O
told: O
state: O
radio: O
her: O
ministry: O
had: O
already: O
begun: O
recruiting: O
other: O
people: O
to: O
replace: O
the: O
strikers: O
,: O
sub-contracting: O
some: O
of: O
the: O
work: O
to: O
private: O
firms: O
.: O

***END***"
533,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Latest opinion polls on German political parties .

###

"," Latest: O
opinion: O
polls: O
on: O
German: Misc
political: O
parties: O
.: O

***END***"
534,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Rate ( % ) 13.67 14.15 15.19 - -

###

"," Rate: O
(: O
%: O
): O
13.67: O
14.15: O
15.19: O
-: O
-: O

***END***"
535,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Elena Likhovtseva ( Russia ) beat Lila Osterloh ( U.S. ) 6-4 6-2

###

"," Elena Likhovtseva: Person
(: O
Russia: Location
): O
beat: O
Lila Osterloh: Person
(: O
U.S.: Location
): O
6-4: O
6-2: O

***END***"
536,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

After Friday 's performance the Russian will have earned well over $ 100,000 in less than a fortnight , taking her appearance money into account .

###

"," After: O
Friday: O
's: O
performance: O
the: O
Russian: Misc
will: O
have: O
earned: O
well: O
over: O
$: O
100,000: O
in: O
less: O
than: O
a: O
fortnight: O
,: O
taking: O
her: O
appearance: O
money: O
into: O
account: O
.: O

***END***"
537,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

PULPEX was the result of a three-year project run in cooperation between OM and representatives of the forest industry , the company said .

###

"," PULPEX: Organisation
was: O
the: O
result: O
of: O
a: O
three-year: O
project: O
run: O
in: O
cooperation: O
between: O
OM: Organisation
and: O
representatives: O
of: O
the: O
forest: O
industry: O
,: O
the: O
company: O
said: O
.: O

***END***"
538,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

9 ( 63 ) Hawthorn 12 .

###

"," 9: O
(: O
63: O
): O
Hawthorn: Organisation
12: O
.: O

***END***"
539,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Yellow Black

###

"," Yellow Black: Misc

***END***"
540,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Barnsley 3 Reading 0

###

"," Barnsley: Organisation
3: O
Reading: Organisation
0: O

***END***"
541,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Gencor swells profit despite setbacks .

###

"," Gencor: Organisation
swells: O
profit: O
despite: O
setbacks: O
.: O

***END***"
542,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Redmond , Wash.-based company spent tens of millions of dollars promoting the product with stunts that included buying the entire print run of the Times of London and lighting New York 's Empire State building in a Windows color scheme .

###

"," The: O
Redmond: Person
,: O
Wash.-based: Misc
company: O
spent: O
tens: O
of: O
millions: O
of: O
dollars: O
promoting: O
the: O
product: O
with: O
stunts: O
that: O
included: O
buying: O
the: O
entire: O
print: O
run: O
of: O
the: O
Times of London: Organisation
and: O
lighting: O
New York: Location
's: O
Empire State: Location
building: O
in: O
a: O
Windows: Misc
color: O
scheme: O
.: O

***END***"
543,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

LONDON 1996-08-28

###

"," LONDON: Location
1996-08-28: O

***END***"
544,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Fastest lap : Aoki 147.786 kph

###

"," Fastest: O
lap: O
:: O
Aoki: Person
147.786: O
kph: O

***END***"
545,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Essendon 21 13 1 7 2130 1947 109.4 54

###

"," Essendon: Organisation
21: O
13: O
1: O
7: O
2130: O
1947: O
109.4: O
54: O

***END***"
546,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

goals for , against , points ) :

###

"," goals: O
for: O
,: O
against: O
,: O
points: O
): O
:: O

***END***"
547,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

West Bromwich 2 0 1 1 2 3 1

###

"," West Bromwich: Organisation
2: O
0: O
1: O
1: O
2: O
3: O
1: O

***END***"
548,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Michael Penrose , a 23-year-old worker with the group Action Against Hunger , described his ordeal to a news conference when he arrived back in Britain from Moscow .

###

"," Michael Penrose: Person
,: O
a: O
23-year-old: O
worker: O
with: O
the: O
group: O
Action Against Hunger: Organisation
,: O
described: O
his: O
ordeal: O
to: O
a: O
news: O
conference: O
when: O
he: O
arrived: O
back: O
in: O
Britain: Location
from: O
Moscow: Location
.: O

***END***"
549,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Net nil loss 447 mln

###

"," Net: O
nil: O
loss: O
447: O
mln: O

***END***"
550,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Net Income 9,167,000 11,175,000 16,909,000 10,880,000

###

"," Net: O
Income: O
9,167,000: O
11,175,000: O
16,909,000: O
10,880,000: O

***END***"
551,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4

###

"," 8: O
-: O
Nathalie Tauziat: Person
(: O
France: Location
): O
beat: O
Shi-Ting Wang: Person
(: O
Taiwan: Location
): O
6-4: O

***END***"
552,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Heerenveen 2 1 0 1 3 3 3

###

"," Heerenveen: Organisation
2: O
1: O
0: O
1: O
3: O
3: O
3: O

***END***"
553,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

London shipsales .

###

"," London: Location
shipsales: O
.: O

***END***"
554,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Men 's singles

###

"," Men: O
's: O
singles: O

***END***"
555,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

In addition to social ostracism , the condition also carries a high risk of cancer .

###

"," In: O
addition: O
to: O
social: O
ostracism: O
,: O
the: O
condition: O
also: O
carries: O
a: O
high: O
risk: O
of: O
cancer: O
.: O

***END***"
556,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Disarming Iraq of weapons of mass destruction under 1991 Gulf War ceasefire terms is a prerequisite before the lifting of crippling sanctions imposed on Iraq in 1990 for invading Kuwait .

###

"," Disarming: O
Iraq: Location
of: O
weapons: O
of: O
mass: O
destruction: O
under: O
1991: O
Gulf War: Misc
ceasefire: O
terms: O
is: O
a: O
prerequisite: O
before: O
the: O
lifting: O
of: O
crippling: O
sanctions: O
imposed: O
on: O
Iraq: Location
in: O
1990: O
for: O
invading: O
Kuwait: Location
.: O

***END***"
557,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Export Business - Grain / oilseeds complex .

###

"," Export: O
Business: O
-: O
Grain: O
/: O
oilseeds: O
complex: O
.: O

***END***"
558,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The growth was partly due to an increased number of Germans buying German cars abroad , while manufacturers said that domestic demand was weak , the federal office said .

###

"," The: O
growth: O
was: O
partly: O
due: O
to: O
an: O
increased: O
number: O
of: O
Germans: Misc
buying: O
German: Misc
cars: O
abroad: O
,: O
while: O
manufacturers: O
said: O
that: O
domestic: O
demand: O
was: O
weak: O
,: O
the: O
federal: O
office: O
said: O
.: O

***END***"
559,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

They said there was no sign of foul play and that investigators believed the death was a suicide .

###

"," They: O
said: O
there: O
was: O
no: O
sign: O
of: O
foul: O
play: O
and: O
that: O
investigators: O
believed: O
the: O
death: O
was: O
a: O
suicide: O
.: O

***END***"
560,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

In 1986 Romania suffered an epidemic of the more dangerous bacterial meningitis which has killed some 15,000 people in central Africa this year .

###

"," In: O
1986: O
Romania: Location
suffered: O
an: O
epidemic: O
of: O
the: O
more: O
dangerous: O
bacterial: O
meningitis: O
which: O
has: O
killed: O
some: O
15,000: O
people: O
in: O
central: O
Africa: Location
this: O
year: O
.: O

***END***"
561,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Estonia assembly again fails to elect president .

###

"," Estonia: Location
assembly: O
again: O
fails: O
to: O
elect: O
president: O
.: O

***END***"
562,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

2 - Miladin Becanovic ( Lille ) , Enzo Scifo ( Monaco ) ,

###

"," 2: O
-: O
Miladin Becanovic: Person
(: O
Lille: Organisation
): O
,: O
Enzo Scifo: Person
(: O
Monaco: Organisation
): O
,: O

***END***"
563,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Year to March 31 , 1997

###

"," Year: O
to: O
March: O
31: O
,: O
1997: O

***END***"
564,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

He said the absence on holiday of many market makers was a main factor behind falls this week in volatility in high-yielding markets such as Italy , Spain and Sweden .

###

"," He: O
said: O
the: O
absence: O
on: O
holiday: O
of: O
many: O
market: O
makers: O
was: O
a: O
main: O
factor: O
behind: O
falls: O
this: O
week: O
in: O
volatility: O
in: O
high-yielding: O
markets: O
such: O
as: O
Italy: Location
,: O
Spain: Location
and: O
Sweden: Location
.: O

***END***"
565,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The contract calls for production of the set-top boxes over five years .

###

"," The: O
contract: O
calls: O
for: O
production: O
of: O
the: O
set-top: O
boxes: O
over: O
five: O
years: O
.: O

***END***"
566,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

10. Laurent Jalabert ( France ) both same time

###

"," 10.: O
Laurent Jalabert: Person
(: O
France: Location
): O
both: O
same: O
time: O

***END***"
567,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Couples 73 68 72 72 , Craig Stadler 73 72 67 73

###

"," Couples: Person
73: O
68: O
72: O
72: O
,: O
Craig Stadler: Person
73: O
72: O
67: O
73: O

***END***"
568,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MONTPELIER , Vt .

###

"," MONTPELIER: Location
,: O
Vt: Location
.: O

***END***"
569,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

GAK 2 Austria Vienna 2

###

"," GAK: Organisation
2: O
Austria Vienna: Organisation
2: O

***END***"
570,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Of the 218 shares traded , gainers outdid losers by 100 to 64 and 54 shares were stable .

###

"," Of: O
the: O
218: O
shares: O
traded: O
,: O
gainers: O
outdid: O
losers: O
by: O
100: O
to: O
64: O
and: O
54: O
shares: O
were: O
stable: O
.: O

***END***"
571,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Marseille now lie seventh in the league on five points .

###

"," Marseille: Organisation
now: O
lie: O
seventh: O
in: O
the: O
league: O
on: O
five: O
points: O
.: O

***END***"
572,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

W D L PCT GB

###

"," W: O
D: O
L: O
PCT: O
GB: O

***END***"
573,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

6-4

###

"," 6-4: O

***END***"
574,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Results of Major League

###

"," Results: O
of: O
Major League: Misc

***END***"
575,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CHICAGO 63 62 .504 3 1/2

###

"," CHICAGO: Organisation
63: O
62: O
.504: O
3: O
1/2: O

***END***"
576,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The blonde Australian opened with a level par round of 70 in Akron , leaving him four shots adrift of the leaders , Americans Billy Mayfair and Paul Goydos and Japan 's Hidemichi Tanaki .

###

"," The: O
blonde: O
Australian: Misc
opened: O
with: O
a: O
level: O
par: O
round: O
of: O
70: O
in: O
Akron: Location
,: O
leaving: O
him: O
four: O
shots: O
adrift: O
of: O
the: O
leaders: O
,: O
Americans: Misc
Billy Mayfair: Person
and: O
Paul Goydos: Person
and: O
Japan: Location
's: O
Hidemichi Tanaki: Person
.: O

***END***"
577,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

AMOUNT TERM

###

"," AMOUNT: O
TERM: O

***END***"
578,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Unconfirmed news reports said a vehicle belonging to them was found abandoned at Santa Maria de Pocosol , about 12 miles ( 20 km ) north of the site of the abduction .

###

"," Unconfirmed: O
news: O
reports: O
said: O
a: O
vehicle: O
belonging: O
to: O
them: O
was: O
found: O
abandoned: O
at: O
Santa Maria de Pocosol: Location
,: O
about: O
12: O
miles: O
(: O
20: O
km: O
): O
north: O
of: O
the: O
site: O
of: O
the: O
abduction: O
.: O

***END***"
579,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

A spokesman for public prosecutors in the southern city , where dictator Adolf Hitler held some of his most infamous Nazi party rallies in the 1930s , said there were no plans to prosecute the officers as the gestures had not been made in public .

###

"," A: O
spokesman: O
for: O
public: O
prosecutors: O
in: O
the: O
southern: O
city: O
,: O
where: O
dictator: O
Adolf Hitler: Person
held: O
some: O
of: O
his: O
most: O
infamous: O
Nazi: Misc
party: O
rallies: O
in: O
the: O
1930s: O
,: O
said: O
there: O
were: O
no: O
plans: O
to: O
prosecute: O
the: O
officers: O
as: O
the: O
gestures: O
had: O
not: O
been: O
made: O
in: O
public: O
.: O

***END***"
580,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The government has been trying to phase out huge subsidies to the farm sector , and in a move back to pre-Soviet days has given up to 50 hectares ( 124 acres ) of land to some 36,000 private farmers willing to go it alone .

###

"," The: O
government: O
has: O
been: O
trying: O
to: O
phase: O
out: O
huge: O
subsidies: O
to: O
the: O
farm: O
sector: O
,: O
and: O
in: O
a: O
move: O
back: O
to: O
pre-Soviet: Misc
days: O
has: O
given: O
up: O
to: O
50: O
hectares: O
(: O
124: O
acres: O
): O
of: O
land: O
to: O
some: O
36,000: O
private: O
farmers: O
willing: O
to: O
go: O
it: O
alone: O
.: O

***END***"
581,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Monterrey 2 Veracruz 1

###

"," Monterrey: Organisation
2: O
Veracruz: Organisation
1: O

***END***"
582,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The activist was detained by Palestinian intelligence service agents on August 12 after publishing a statement demanding an investigation into the death of a Gaza man who had been questioned by Palestinian authorities .

###

"," The: O
activist: O
was: O
detained: O
by: O
Palestinian: Misc
intelligence: O
service: O
agents: O
on: O
August: O
12: O
after: O
publishing: O
a: O
statement: O
demanding: O
an: O
investigation: O
into: O
the: O
death: O
of: O
a: O
Gaza: Location
man: O
who: O
had: O
been: O
questioned: O
by: O
Palestinian: Misc
authorities: O
.: O

***END***"
583,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Sydney Tigers 21 11 0 10 309 435 22

###

"," Sydney Tigers: Organisation
21: O
11: O
0: O
10: O
309: O
435: O
22: O

***END***"
584,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Ipswich 5 Reading 2

###

"," Ipswich: Organisation
5: O
Reading: Organisation
2: O

***END***"
585,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

COLORADO 10 St Louis 5

###

"," COLORADO: Organisation
10: O
St Louis: Organisation
5: O

***END***"
586,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

11. Heinz-Harald Frentzen ( Germany ) 6

###

"," 11.: O
Heinz-Harald Frentzen: Person
(: O
Germany: Location
): O
6: O

***END***"
